Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Canadian dollar,2172,227092,1
Canadian dollar                         ,1599,227092,1
Korean won,4603,227092,2
Korean won                              ,1309,227092,2
Russian rouble,159,227092,3
Russian ruble,817,227092,3
yen,3965,227092,4
yen                                     ,1251,227092,4
Swiss franc,3855,227092,5
Australian dollar,3854,227092,6
Australian dollar     ,2023,227092,6
Australian dollar                       ,1945,227092,6
Norwegian krone,1323,227092,7
Norwegian krone    ,3822,227092,7
Norwegian krone                         ,1069,227092,7
1999 FRF euro / euro,3758,227092,8
1999 FRF euro / euro                    ,1626,227092,8
Danish krone,3382,227092,9
Danish Krone,249,227092,9
Danish krone                            ,1357,227092,9
Czech koruna,3224,227092,10
Czech koruna                            ,592,227092,10
US dollar,3060,227092,11
US dollar                               ,2605,227092,11
CFA franc,2984,227092,12
CFA Franc,1202,227092,12
CFA franc                               ,1114,227092,12
Rand,2943,227092,13
rand,784,227092,13
rand                                    ,596,227092,13
pound sterling,2873,227092,14
pound sterling                          ,1389,227092,14
Swedish Krona,2772,227092,15
Swedish Krona     ,837,227092,15
Swedish krona                           ,749,227092,15
Hong Kong dollar,2533,227092,16
Hong Kong dollar                        ,835,227092,16
Forint,2466,227092,17
forint                                  ,372,227092,17
New Romanian Leu,2341,227092,18
1999 PTE euro / euro,2312,227092,19
1999 PTE euro / euro                    ,653,227092,19
Mexican new peso,2257,227092,20
Mexican new peso                        ,795,227092,20
hryvnia,2220,227092,21
1999 ATS euro / euro,2160,227092,22
1999 ATS euro / euro                    ,621,227092,22
1999 NLG Euro / Euro     ,2063,227092,23
1999 NLG euro / euro                    ,1580,227092,23
1999 DEM euro / euro,1958,227092,24
1999 DEM euro / euro                    ,884,227092,24
Belarussian rouble (re-denom. 1:1000),1884,227092,25
2001 GRD euro / euro,1814,227092,26
2001 GRD euro / euro                    ,622,227092,26
Azerbaijan new manat,1705,227092,27
dram,1683,227092,28
real,1617,227092,29
New Zealand dollar,1562,227092,30
New Zealand dollar                      ,1162,227092,30
Togrog,1546,227092,31
lev (re-denom. 1:1000),1534,227092,32
Netherlands Antillean guilder,1512,227092,33
Kyrgyz som                              ,1479,227092,34
Dinar,1369,227092,35
Moroccan dirham,1313,227092,37
Moldovan leu,1310,227092,38
Zloty,1283,227092,39
zloty    ,514,227092,39
Zloty                 ,1123,227092,39
zloty                                   ,462,227092,39
tenge,1280,227092,40
new sheqel,1240,227092,41
new sheqel                              ,1009,227092,41
kuna,1232,227092,42
kuna                                    ,446,227092,42
1999 BEF euro / euro,1150,227092,43
1999 BEF euro / euro                    ,1223,227092,43
Colombian peso,1193,227092,44
Colombian peso                          ,726,227092,44
lats,1169,227092,45
lev,1166,227092,46
boliviano                               ,1135,227092,47
litas,1104,227092,49
Litas,792,227092,49
litas                                   ,620,227092,49
Russian ruble (re-denom. 1:1000),1084,227092,50
Iranian rial,1078,227092,51
Iranian rial                            ,748,227092,51
Indian rupee,1040,227092,52
bolivar fuerte,1024,227092,53
lempira,1014,227092,54
1999 ESP euro / euro,997,227092,55
1999 ESP euro / euro                    ,649,227092,55
Icelandic króna,953,227092,56
Icelandic króna       ,72,227092,56
Estonian Kroon,939,227092,57
Estonian kroon,534,227092,57
Estonian kroon                          ,472,227092,57
Egyptian pound,922,227092,58
lari,912,227092,59
1999 LUF Euro / Euro     ,876,227092,60
Qatar riyal                             ,873,227092,61
Kenya Shillings,842,227092,62
Samoni,828,227092,63
quetzal,798,227092,64
Kuwaiti dinar                           ,764,227092,65
Pataca,758,227092,66
pataca                                  ,391,227092,66
Azerbaijan manat,755,227092,67
1999 IEP euro / euro      ,746,227092,69
1999 IEP euro / euro                    ,34,227092,69
balboa,691,227092,70
bolivar                                 ,640,227092,71
Philippine peso,162,227092,72
Philippine peso                         ,616,227092,72
Tanzanian Shilling,614,227092,73
loti,614,227092,74
loti                                    ,359,227092,74
TFYR Macedonian Denar,602,227092,75
New Turkish lira,561,227092,76
córdoba,559,227092,77
Guinean franc,528,227092,78
Lebanese Pound,519,227092,79
Argentine peso,376,227092,81
Argentine peso                          ,504,227092,81
Bahrain dinar,495,227092,82
Bahrain dinar                           ,378,227092,82
Uruguayan peso,491,227092,83
Bermuda dollar,472,227092,85
Naira,456,227092,86
(second) Kwanza,444,227092,87
escudo,432,227092,88
tolar,425,227092,89
pula,230,227092,90
pula                                    ,424,227092,90
Saudi Arabian riyal,424,227092,91
Sri Lanka rupee,315,227092,92
Sri Lanka rupee                         ,408,227092,92
karbovantsy,401,227092,93
Aruban florin                           ,393,227092,94
Sudanese pounds,359,227092,97
new sol,349,227092,98
Slovenian tolar,348,227092,99
Dominican peso                          ,339,227092,100
kina                                    ,335,227092,101
Cuban Peso,334,227092,102
Belarussian rouble,328,227092,103
vatu,323,227092,104
Jamaican dollar,292,227092,105
Maltese liri,281,227092,106
metical,40,227092,107
metical                                 ,238,227092,107
ngultrum,237,227092,108
Ngultum,159,227092,108
Yemeni rial,213,227092,109
Yemeni rial                             ,99,227092,109
Cayman Islands dollar,180,227092,110
Belize dollar                           ,152,227092,112
lira,87,227092,113
Burundi franc,82,227092,114
Cyprus pound,66,227092,115
kip,56,227092,116
Ouguiya,55,227092,117
Uganda shilling,48,227092,118
Suriname dollar,47,227092,119
rial Omani                              ,44,227092,120
Trinidad and Tobago dollar              ,43,227092,121
Iraqi dinar,33,227092,122
Euro,27780,227092,123
euro,977,227092,123
1999 FIM euro / euro,4145,227092,124
1999 FIM euro / euro                    ,1618,227092,124
Tunisian dinar,921,227092,125
Tunisian Dinar,851,227092,125
Yuan Renminbi,1469,227092,126
Yuan Renminbi    ,416,227092,126
1999 ITL euro / euro,1614,227092,127
