Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Reservoir,844,34857,1
Bentleigh East,583,34857,2
Richmond,552,34857,3
Glen Iris,491,34857,4
Preston,485,34857,5
Kew,467,34857,6
Brighton,456,34857,7
Brunswick,444,34857,8
South Yarra,435,34857,9
Hawthorn,428,34857,10
Northcote,424,34857,11
Camberwell,423,34857,12
Balwyn North,420,34857,13
Essendon,409,34857,14
Coburg,405,34857,15
Glenroy,400,34857,16
Brighton East,393,34857,17
Pascoe Vale,378,34857,18
St Kilda,374,34857,19
Port Melbourne,371,34857,20
Malvern East,369,34857,21
Prahran,336,34857,22
Thornbury,322,34857,23
Bentleigh,319,34857,24
Balwyn,319,34857,25
Yarraville,304,34857,26
Surrey Hills,293,34857,27
Elwood,288,34857,28
Moonee Ponds,285,34857,29
Hawthorn East,284,34857,30
Hampton,281,34857,31
Toorak,278,34857,32
Carnegie,277,34857,33
Footscray,263,34857,34
Doncaster,257,34857,35
Craigieburn,255,34857,36
Newport,251,34857,37
Ascot Vale,249,34857,38
Brunswick West,247,34857,39
Mount Waverley,241,34857,40
Armadale,237,34857,41
Burwood,237,34857,42
Glen Waverley,235,34857,43
Ivanhoe,234,34857,44
Keilor East,232,34857,45
Maribyrnong,228,34857,46
Malvern,222,34857,47
Templestowe Lower,212,34857,48
Fawkner,211,34857,49
Williamstown,210,34857,50
Melbourne,204,34857,51
West Footscray,201,34857,52
Kensington,199,34857,53
Sunshine,198,34857,54
Sunshine West,197,34857,55
South Melbourne,194,34857,56
Hoppers Crossing,186,34857,57
Brunswick East,186,34857,58
Fitzroy North,184,34857,59
Werribee,178,34857,60
Mill Park,176,34857,61
Maidstone,175,34857,62
Strathmore,174,34857,63
Murrumbeena,173,34857,64
Bundoora,172,34857,65
Rosanna,172,34857,66
Epping,171,34857,67
Altona North,167,34857,68
Avondale Heights,163,34857,69
Cheltenham,162,34857,70
Airport West,162,34857,71
Bulleen,160,34857,72
North Melbourne,159,34857,73
Ashburton,157,34857,74
Sunbury,157,34857,75
Ormond,153,34857,76
Coburg North,151,34857,77
Sunshine North,151,34857,78
Heidelberg Heights,150,34857,79
Fitzroy,150,34857,80
St Albans,146,34857,81
Doncaster East,145,34857,82
Niddrie,144,34857,83
Greensborough,142,34857,84
Clifton Hill,140,34857,85
Abbotsford,137,34857,86
Canterbury,137,34857,87
Ashwood,136,34857,88
Oak Park,135,34857,89
Kew East,134,34857,90
Oakleigh South,134,34857,91
Elsternwick,133,34857,92
Croydon,133,34857,93
croydon,1,34857,93
Windsor,132,34857,94
Albert Park,131,34857,95
Point Cook,129,34857,96
Moorabbin,126,34857,97
Collingwood,124,34857,98
Heidelberg West,123,34857,99
Frankston,123,34857,100
Chadstone,122,34857,101
Altona,122,34857,102
Caulfield South,120,34857,103
Box Hill,114,34857,104
Hampton East,114,34857,105
Flemington,112,34857,106
Mont Albert,112,34857,107
Highett,112,34857,108
Seddon,112,34857,109
Mitcham,111,34857,110
Heidelberg,110,34857,111
South Morang,110,34857,112
Mentone,108,34857,113
Oakleigh,108,34857,114
Thomastown,107,34857,115
Lalor,104,34857,116
Hadfield,103,34857,117
Beaumaris,103,34857,118
Mulgrave,102,34857,119
Carlton North,100,34857,120
Viewbank,100,34857,121
viewbank,1,34857,121
Fairfield,99,34857,122
Carlton,98,34857,123
Watsonia,97,34857,124
Sandringham,96,34857,125
Wheelers Hill,95,34857,126
Ringwood,94,34857,127
Braybrook,93,34857,128
Mernda,92,34857,129
Eltham,91,34857,130
Broadmeadows,91,34857,131
Templestowe,91,34857,132
Blackburn,90,34857,133
Roxburgh Park,90,34857,134
Parkdale,89,34857,135
Greenvale,87,34857,136
Caulfield North,83,34857,137
MacLeod,83,34857,138
Aberfeldie,80,34857,139
Noble Park,79,34857,140
Middle Park,79,34857,141
Alphington,79,34857,142
Hughesdale,77,34857,143
Southbank,76,34857,144
Kingsville,76,34857,145
Wyndham Vale,71,34857,146
Albion,71,34857,147
Hillside,71,34857,148
Nunawading,70,34857,149
Forest Hill,70,34857,150
Ferntree Gully,70,34857,151
Heathmont,68,34857,152
Dandenong North,67,34857,153
West Melbourne,66,34857,154
Balaclava,64,34857,155
Montmorency,64,34857,156
Wollert,64,34857,157
Melton South,64,34857,158
Blackburn South,62,34857,159
Mordialloc,62,34857,160
Mooroolbark,62,34857,161
Taylors Lakes,62,34857,162
Burwood East,60,34857,163
East Melbourne,59,34857,164
Dandenong,59,34857,165
Meadow Heights,59,34857,166
Eaglemont,59,34857,167
Blackburn North,58,34857,168
Donvale,58,34857,169
Glen Huntly,58,34857,170
Ivanhoe East,57,34857,171
Parkville,57,34857,172
Wantirna South,57,34857,173
Ringwood East,57,34857,174
Jacana,55,34857,175
Boronia,55,34857,176
Deer Park,55,34857,177
Gladstone Park,54,34857,178
Clayton,54,34857,179
Vermont South,53,34857,180
Springvale,53,34857,181
Spotswood,53,34857,182
Dingley Village,52,34857,183
Frankston South,51,34857,184
Tarneit,51,34857,185
Yallambie,50,34857,186
Wantirna,50,34857,187
Tullamarine,50,34857,188
Black Rock,47,34857,189
Cremorne,47,34857,190
Berwick,47,34857,191
Clayton South,46,34857,192
Essendon North,46,34857,193
Westmeadows,46,34857,194
Essendon West,46,34857,195
Vermont,46,34857,196
Seaford,46,34857,197
McKinnon,46,34857,198
Brooklyn,45,34857,199
Gowanbrae,45,34857,200
Edithvale,45,34857,201
Rowville,45,34857,202
Keilor Downs,43,34857,203
Bayswater,42,34857,204
Kingsbury,42,34857,205
Dallas,41,34857,206
South Kingsville,41,34857,207
Keysborough,41,34857,208
Kealba,41,34857,209
Aspendale,40,34857,210
Melton,39,34857,211
Doreen,39,34857,212
Chelsea,38,34857,213
Keilor Park,38,34857,214
Melton West,38,34857,215
Oakleigh East,37,34857,216
Ringwood North,36,34857,217
Altona Meadows,34,34857,218
Taylors Hill,33,34857,219
Ardeer,33,34857,220
Bellfield,33,34857,221
Diamond Creek,31,34857,222
Carrum,30,34857,223
Caroline Springs,30,34857,224
Croydon North,30,34857,225
Watsonia North,30,34857,226
Williamstown North,30,34857,227
Carrum Downs,29,34857,228
Eltham North,28,34857,229
Lower Plenty,28,34857,230
Sydenham,28,34857,231
Endeavour Hills,26,34857,232
Truganina,26,34857,233
Cairnlea,26,34857,234
Narre Warren,26,34857,235
Gisborne,26,34857,236
Clarinda,25,34857,237
Knoxfield,25,34857,238
Doveton,25,34857,239
Kings Park,25,34857,240
Caulfield East,24,34857,241
Princes Hill,23,34857,242
Bayswater North,23,34857,243
Briar Hill,23,34857,244
Keilor,23,34857,245
Aspendale Gardens,23,34857,246
Delahey,22,34857,247
Caulfield,22,34857,248
Kilsyth,22,34857,249
Pakenham,20,34857,250
Wallan,20,34857,251
Travancore,20,34857,252
Campbellfield,20,34857,253
Chelsea Heights,19,34857,254
Seaholme,19,34857,255
Scoresby,19,34857,256
Langwarrin,18,34857,257
Ripponlea,18,34857,258
Kooyong,18,34857,259
Bonbeach,17,34857,260
Derrimut,16,34857,261
Docklands,16,34857,262
Kurunjang,16,34857,263
Croydon Hills,16,34857,264
Springvale South,15,34857,265
Frankston North,15,34857,266
Gardenvale,15,34857,267
Attwood,15,34857,268
Warrandyte,14,34857,269
St Helena,14,34857,270
Albanvale,14,34857,271
Cranbourne,13,34857,272
Burnside Heights,13,34857,273
Strathmore Heights,13,34857,274
Burnley,13,34857,275
Chirnside Park,12,34857,276
Huntingdale,12,34857,277
Croydon South,12,34857,278
Plumpton,12,34857,279
Deepdene,11,34857,280
Burnside,11,34857,281
Notting Hill,10,34857,282
Hallam,10,34857,283
Diggers Rest,10,34857,284
Coolaroo,10,34857,285
Mickleham,10,34857,286
Laverton,8,34857,287
Williams Landing,7,34857,288
Seabrook,7,34857,289
Lilydale,7,34857,290
Riddells Creek,7,34857,291
Research,7,34857,292
Patterson Lakes,7,34857,293
Hampton Park,7,34857,294
New Gisborne,6,34857,295
Keilor Lodge,6,34857,296
Beaconsfield,6,34857,297
Officer,6,34857,298
Cranbourne North,6,34857,299
Clyde North,5,34857,300
North Warrandyte,5,34857,301
The Basin,5,34857,302
Waterways,5,34857,303
Heatherton,5,34857,304
Bullengarook,5,34857,305
Rockbank,5,34857,306
Whittlesea,4,34857,307
Bacchus Marsh,4,34857,308
Warranwood,4,34857,309
Brookfield,4,34857,310
Cranbourne West,4,34857,311
Mount Evelyn,4,34857,312
Skye,4,34857,313
