Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Euro,5363,48269,1
euro,151,48269,1
Korean won,1092,48269,2
Korean won                              ,618,48269,2
EC dollar                               ,725,48269,3
EC dollar,203,48269,3
Iranian rial,672,48269,4
Iranian rial                            ,472,48269,4
yen,606,48269,5
yen                                     ,420,48269,5
1999 FIM euro / euro,594,48269,6
1999 FIM euro / euro                    ,142,48269,6
US dollar                               ,592,48269,7
US dollar,497,48269,7
CFA franc                               ,571,48269,8
CFA franc,426,48269,8
Australian dollar,569,48269,9
Australian dollar     ,99,48269,9
Australian dollar                       ,59,48269,9
Australian Dollars                      ,24,48269,9
pound sterling,515,48269,10
pound sterling                          ,409,48269,10
Danish krone,509,48269,11
Danish Krone,318,48269,11
Danish krone                            ,243,48269,11
Czech koruna,481,48269,12
Czech koruna                            ,14,48269,12
1999 PTE euro / euro,476,48269,13
1999 PTE euro / euro                    ,175,48269,13
Swedish Krona,475,48269,14
Swedish krona                           ,412,48269,14
Swedish Krona     ,147,48269,14
Hong Kong dollar,473,48269,15
Hong Kong dollar                        ,25,48269,15
Norwegian krone    ,470,48269,16
Norwegian krone                         ,272,48269,16
Norwegian krone,231,48269,16
Fiji dollar,455,48269,17
new sheqel                              ,440,48269,18
new sheqel,267,48269,18
Sri Lanka rupee                         ,437,48269,19
Sri Lanka rupee,77,48269,19
2001 GRD euro / euro,434,48269,20
2001 GRD euro / euro                    ,143,48269,20
New Romanian Leu,432,48269,21
hryvnia,426,48269,22
Togrog,388,48269,23
Mauritian rupee                         ,376,48269,24
Mauritian rupee,89,48269,24
baht,361,48269,25
baht                                    ,328,48269,25
Finish markka,352,48269,26
Indian rupee                            ,350,48269,27
Indian rupee,258,48269,27
Azerbaijan new manat,337,48269,28
Kuwaiti dinar                           ,336,48269,29
Forint,334,48269,30
forint                                  ,44,48269,30
Pakistan Rupee,333,48269,31
pakistan rupee,286,48269,31
Pakistan rupee                          ,220,48269,31
Pakistan rupee,80,48269,31
Kyrgyz som                              ,316,48269,32
balboa                                  ,297,48269,33
balboa,161,48269,33
1999 FRF euro / euro,297,48269,34
1999 FRF euro / euro                    ,124,48269,34
Austrian schilling,287,48269,35
1999 DEM euro / euro,286,48269,36
1999 DEM euro / euro                    ,165,48269,36
Yemeni rial,286,48269,37
Netherlands Antillean guilder,285,48269,38
Netherlands Antillean guilder           ,100,48269,38
Icelandic króna                         ,284,48269,39
Icelandic króna       ,251,48269,39
