Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Euro,10199,100048,1
euro,290,100048,1
Australian dollar,2210,100048,2
Australian dollar     ,882,100048,2
Australian dollar                       ,736,100048,2
Australian Dollars                      ,21,100048,2
Hong Kong dollar,2152,100048,3
Hong Kong dollar                        ,807,100048,3
1999 FRF euro / euro,2143,100048,4
1999 FRF euro / euro                    ,803,100048,4
Korean won,1936,100048,5
Korean won                              ,828,100048,5
US dollar,1794,100048,6
US dollar                               ,868,100048,6
1999 FIM euro / euro,1535,100048,7
1999 FIM euro / euro                    ,533,100048,7
yen,1469,100048,8
yen                                     ,838,100048,8
Singapore dollar,1451,100048,9
Norwegian krone    ,1376,100048,10
Norwegian krone                         ,693,100048,10
Norwegian krone,394,100048,10
Danish krone,1315,100048,11
Danish krone                            ,994,100048,11
Danish Krone,306,100048,11
Danish Krone (DDK.),10,100048,11
Swiss franc,1216,100048,12
Swiss franc                             ,269,100048,12
Mexican new peso,1185,100048,13
Mexican new peso                        ,538,100048,13
1999 ATS euro / euro,1124,100048,14
1999 ATS euro / euro                    ,469,100048,14
Canadian dollar,1050,100048,15
Canadian dollar                         ,1012,100048,15
pound sterling                          ,1016,100048,16
pound sterling,919,100048,16
Czech koruna,1012,100048,17
Czech koruna                            ,179,100048,17
Swedish Krona,999,100048,18
Swedish krona                           ,610,100048,18
Swedish Krona     ,320,100048,18
New Zealand dollar,945,100048,19
New Zealand dollar                      ,663,100048,19
CFA franc,867,100048,20
CFA Franc,208,100048,20
CFA franc                               ,72,100048,20
Finish markka,816,100048,21
1999 ITL euro / euro,805,100048,22
1999 ITL euro / euro                    ,630,100048,22
1999 PTE euro / euro,804,100048,23
1999 PTE euro / euro                    ,361,100048,23
Dinar,797,100048,24
2001 GRD euro / euro                    ,785,100048,25
2001 GRD euro / euro,744,100048,25
1999 DEM euro / euro,774,100048,26
1999 DEM euro / euro                    ,335,100048,26
Forint,765,100048,27
forint                                  ,496,100048,27
Rand,752,100048,28
rand                                    ,558,100048,28
rand,206,100048,28
new sheqel                              ,746,100048,29
new sheqel,512,100048,29
Azerbaijan new manat,695,100048,30
1999 NLG Euro / Euro     ,675,100048,31
1999 NLG euro / euro                    ,399,100048,31
Italian lira,666,100048,32
Sri Lanka rupee                         ,662,100048,33
Sri Lanka rupee,126,100048,33
hryvnia,644,100048,34
Belarussian rouble (re-denom. 1:1000),633,100048,35
Togrog,616,100048,36
baht,601,100048,37
baht                                    ,538,100048,37
French franc,590,100048,38
Pataca,588,100048,39
pataca                                  ,282,100048,39
Icelandic króna                         ,574,100048,40
Icelandic króna       ,516,100048,40
Icelandic króna,418,100048,40
New Turkish lira,567,100048,41
Austrian schilling,546,100048,42
lev,510,100048,44
Irish pound,498,100048,45
Colombian peso                          ,479,100048,46
Colombian peso,256,100048,46
 Singapore dollar                       ,478,100048,47
Indian rupee                            ,462,100048,48
Indian rupee,408,100048,48
1999 BEF euro / euro,446,100048,49
1999 BEF euro / euro                    ,275,100048,49
córdoba,441,100048,50
córdoba      ,181,100048,50
1999 LUF Euro / Euro     ,431,100048,51
Kenya Shillings,425,100048,52
1999 ESP euro / euro,422,100048,53
1999 ESP euro / euro                    ,223,100048,53
1999 IEP euro / euro      ,422,100048,54
1999 IEP euro / euro                    ,328,100048,54
Netherlands Antillean guilder,416,100048,55
lev (re-denom. 1:1000),414,100048,56
Zloty,403,100048,57
Zloty                 ,328,100048,57
zloty                                   ,163,100048,57
zloty    ,162,100048,57
litas,396,100048,58
Litas,286,100048,58
litas                                   ,233,100048,58
1999 LUF euro / euro                    ,395,100048,59
Belgian franc,381,100048,60
drachma,381,100048,61
lats,374,100048,62
Ethiopian birr,360,100048,63
Cyprus pound                            ,352,100048,64
Cyprus pound,220,100048,64
Iranian rial                            ,352,100048,65
Iranian rial,228,100048,65
Yemeni rial,349,100048,66
Yemeni rial                             ,143,100048,66
Costa Rican colon,342,100048,67
Estonian Kroon,330,100048,68
Estonian kroon,208,100048,68
Estonian kroon                          ,195,100048,68
TFYR Macedonian Denar,328,100048,69
Netherlands guilder,327,100048,70
Azerbaijan manat,326,100048,71
Azerbaijan manat                        ,247,100048,71
bolivar                                 ,308,100048,72
bolivar,120,100048,72
Kyrgyz som                              ,303,100048,73
lempira,300,100048,74
lempira                                 ,102,100048,74
Portuguese escudo,298,100048,75
Malawi kwacha,291,100048,76
real,289,100048,77
ringgit,287,100048,78
ringgit   ,206,100048,78
ringgit                                 ,143,100048,78
Russian ruble (re-denom. 1:1000),282,100048,79
Maltese liri                            ,279,100048,80
Maltese liri,252,100048,80
bolivar fuerte,276,100048,81
Philippine peso,244,100048,82
Philippine peso                         ,241,100048,82
kuna,243,100048,83
kuna                                    ,137,100048,83
Fiji dollar,242,100048,84
Slovak koruna                           ,234,100048,85
Slovak Koruna       ,228,100048,85
deutsche mark,231,100048,86
deutsche mark                           ,150,100048,86
Moldovan leu,229,100048,87
Moldovan leu                            ,13,100048,87
quetzal,228,100048,88
Namibia dollar,223,100048,89
Namibia dollar                          ,154,100048,89
sucre,216,100048,90
tolar,213,100048,91
Slovenian tolar,209,100048,92
ngultrum,208,100048,93
Zimbabwe dollar,198,100048,94
Bermuda dollar,190,100048,95
Luxembourg franc,189,100048,96
Lilangeni,179,100048,97
boliviano                               ,178,100048,98
dram,176,100048,99
Jamaican dollar                         ,175,100048,100
Jordan dinar                            ,166,100048,101
Ouguiya,154,100048,102
Chilean peso,150,100048,103
Chilean peso                            ,112,100048,103
peseta,145,100048,104
leone,144,100048,105
Leone,105,100048,105
leone                                   ,87,100048,105
Belarussian rouble,131,100048,106
pula                                    ,128,100048,107
EC dollar,118,100048,108
cedi (Second),115,100048,109
Dominican peso,114,100048,110
Dominican peso                          ,84,100048,110
El Salvadoran colon                     ,108,100048,111
Belize dollar                           ,100,100048,112
kina                                    ,98,100048,113
Naira,97,100048,114
tenge,96,100048,115
Solomon Island dollar,90,100048,116
Saudi Arabian riyal                     ,86,100048,117
vatu,84,100048,118
vatu                                    ,41,100048,118
Zambian Kwacha,78,100048,119
Zambia kwacha                           ,20,100048,119
kip,75,100048,120
Cuban Peso,71,100048,121
Indonesian Rupiah,66,100048,122
escudo                                  ,63,100048,123
Sudanese pound                          ,60,100048,124
karbovantsy,56,100048,125
Russian ruble,54,100048,126
Russian rouble,21,100048,126
new sol                                 ,50,100048,127
Tanzania shilling                       ,49,100048,128
Iraqi dinar,36,100048,129
Kenya pound,23,100048,130
loti,22,100048,131
Metical,20,100048,132
Turkish lira                            ,20,100048,133
Lebanese Pound,20,100048,134
Pakistan Rupee,11,100048,135
Libyan dinar,9,100048,137
Belarussian rouble (re-denom. 1:10000),7,100048,138
New Romanian Leu,6,100048,139
Malagasy franc                          ,2,100048,140
