Category_Set,Category_Occurrences,Total_Examples,Entity_Number
WERRIBEE,8136,158026,1
HOPPERS CROSSING,7399,158026,2
POINT COOK,4935,158026,3
Sebastopol,4726,158026,4
Wendouree,4685,158026,5
WYNDHAM VALE,4258,158026,6
TERANG,3849,158026,7
 LARA ,3803,158026,8
TARNEIT,3296,158026,9
 HIGHTON ,3244,158026,10
 OCEAN GROVE ,3134,158026,11
Alfredton,3120,158026,12
 CORIO ,3057,158026,13
 GROVEDALE ,3015,158026,14
 BELMONT ,2793,158026,15
 LEOPOLD ,2779,158026,16
TORQUAY,2752,158026,17
Ballarat East,2748,158026,18
DANDENONG NORTH,2650,158026,19
NOBLE PARK,2478,158026,20
KEYSBOROUGH,2441,158026,21
Ballarat Central,2351,158026,22
hamilton,2056,158026,23
COLAC                              ,2051,158026,24
Delacombe,2042,158026,25
 CLIFTON SPRINGS ,1931,158026,26
 NEWTOWN ,1760,158026,27
NEWTOWN,54,158026,27
Ballarat North,1680,158026,28
Buninyong,1632,158026,29
Brown Hill,1608,158026,30
DANDENONG,1523,158026,31
 NORLANE ,1519,158026,32
Canadian,1487,158026,33
Redan,1426,158026,34
Miners Rest,1358,158026,35
Mount Clear,1343,158026,36
BANNOCKBURN,1286,158026,37
Soldiers Hill,1276,158026,38
 GEELONG WEST ,1221,158026,39
 ST ALBANS PARK ,1166,158026,40
SPRINGVALE,1121,158026,41
 HAMLYN HEIGHTS ,1104,158026,42
 DRYSDALE ,1070,158026,43
TRUGANINA,1060,158026,44
Mount Pleasant,1059,158026,45
Golden Point,1053,158026,46
Mount Helen,1049,158026,47
Lake Wendouree,998,158026,48
 WHITTINGTON ,931,158026,49
 NEWCOMB ,917,158026,50
SPRINGVALE SOUTH,913,158026,51
Black Hill,895,158026,52
NOBLE PARK NORTH,866,158026,53
JAN JUC,846,158026,54
 EAST GEELONG ,840,158026,55
 BELL POST HILL ,803,158026,56
 BARWON HEADS ,801,158026,57
ELLIMINYT                          ,797,158026,58
 BELL PARK ,750,158026,59
Newington,745,158026,60
 WAURN PONDS ,738,158026,61
 PORTARLINGTON ,738,158026,62
 HERNE HILL ,694,158026,63
 GEELONG ,673,158026,64
Invermay Park,644,158026,65
TEESDALE,633,158026,66
WINCHELSEA,616,158026,67
Lake Gardens,578,158026,68
ANGLESEA,571,158026,69
 ST LEONARDS ,565,158026,70
Winter Valley,540,158026,71
 MANIFOLD HEIGHTS ,470,158026,72
 LOVELY BANKS ,434,158026,73
INVERLEIGH,420,158026,74
 NORTH GEELONG ,417,158026,75
WILLIAMS LANDING,415,158026,76
Nerrina,415,158026,77
 WALLINGTON ,405,158026,78
 ARMSTRONG CREEK ,405,158026,79
 WANDANA HEIGHTS ,403,158026,80
 THOMSON ,374,158026,81
Mitchell Park,371,158026,82
 MOOLAP ,369,158026,83
Invermay,365,158026,84
HADDON,361,158026,85
Cardigan,353,158026,86
APOLLO BAY                         ,349,158026,87
Eureka,349,158026,88
ROSS CREEK,348,158026,89
SMYTHES CREEK,318,158026,90
Smythes Creek,164,158026,90
 MARSHALL ,305,158026,91
LETHBRIDGE,302,158026,92
BIRREGURRA                         ,287,158026,93
BIRREGURRA,8,158026,93
SMYTHESDALE,286,158026,94
