Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Euro,11818,61626,1
euro,432,61626,1
1999 FRF euro / euro,2014,61626,2
US dollar,1960,61626,3
US dollar                               ,406,61626,3
US dollars,319,61626,3
Singapore dollar,1944,61626,4
New Romanian Leu,1266,61626,5
Dinar,1126,61626,6
kuna,1099,61626,7
Metical,1085,61626,8
Australian dollar,1053,61626,9
Korean won,1024,61626,10
Swedish Krona,945,61626,11
New Zealand dollar,901,61626,12
New Zealand dollar                      ,147,61626,12
yen,849,61626,13
Costa Rican colon,833,61626,14
Danish krone,828,61626,15
Lilangeni,828,61626,16
pound sterling,815,61626,17
Tanzania shilling,806,61626,18
Tanzanian Shilling,384,61626,18
Swiss franc,750,61626,20
1999 PTE euro / euro,726,61626,21
1999 NLG Euro / Euro     ,720,61626,22
Norwegian krone    ,704,61626,23
Norwegian krone,351,61626,23
Mexican new peso,701,61626,24
Czech koruna,675,61626,25
Forint,665,61626,26
Saudi Arabian riyal,658,61626,27
1999 FIM euro / euro,639,61626,28
1999 ATS euro / euro,626,61626,29
New Turkish lira,610,61626,30
Lebanese Pound,606,61626,31
lev,602,61626,32
Togrog,601,61626,33
Hong Kong dollar,593,61626,34
Philippine peso,580,61626,35
new sol,564,61626,36
Icelandic króna,556,61626,37
Icelandic króna       ,300,61626,37
TFYR Macedonian Denar,554,61626,38
Mauritian rupee,546,61626,39
Rwanda franc,522,61626,40
dong,500,61626,41
Malawi kwacha,485,61626,42
1999 ITL euro / euro,484,61626,43
new sheqel,465,61626,44
Dominican peso,462,61626,45
lek,448,61626,46
litas,411,61626,47
lats,409,61626,48
hryvnia,405,61626,49
Canadian dollar,394,61626,50
Bahamian dollar,390,61626,51
South Sudanese Pound,22,61626,52
1999 LUF Euro / Euro     ,379,61626,53
1999 BEF euro / euro,379,61626,54
1999 ESP euro / euro,374,61626,55
1999 DEM euro / euro,368,61626,56
1999 IEP euro / euro      ,363,61626,57
convertible marks,360,61626,58
Seychelles rupee,360,61626,59
Kenya Shillings,352,61626,60
Pakistan Rupee,352,61626,61
Zloty,351,61626,62
Zloty                 ,317,61626,62
Azerbaijan new manat,341,61626,63
dram,330,61626,64
Cayman Islands dollar,320,61626,65
Cedi (Third),300,61626,66
Colombian peso,297,61626,67
loti,292,61626,68
real,277,61626,69
vatu,272,61626,70
2001 GRD euro / euro,269,61626,71
Uganda shilling,248,61626,72
escudo,232,61626,73
tenge,231,61626,74
lev (re-denom. 1:1000),217,61626,75
naira,215,61626,76
Chilean peso,204,61626,77
Brunei dollar,203,61626,78
Kyrgyz som                              ,203,61626,79
Sri Lanka rupee,200,61626,80
Indonesian Rupiah,182,61626,81
Zambian Kwacha,180,61626,82
Belarussian rouble (re-denom. 1:1000),174,61626,83
ringgit,174,61626,84
Fiji dollar,145,61626,85
Indian rupee,132,61626,86
kip,130,61626,87
Moldovan leu,60,61626,88
Belarussian rouble (re-denom. 1:10000),29,61626,89
