Category_Set,Category_Occurrences,Total_Examples,Entity_Number
New York,55325,107093,1
New York City,688,107093,1
"New York, NY",39,107093,1
new york,19,107093,1
"New York,",13,107093,1
NEW YORK CITY,10,107093,1
new york city,10,107093,1
New York city,9,107093,1
West New York,8,107093,1
NEW YORK,6,107093,1
New York 10018,5,107093,1
New york,4,107093,1
New York (Manhattan),4,107093,1
New York 10003,4,107093,1
"New York, NY 10001",4,107093,1
"Brooklyn, New York",3,107093,1
New York 10004,3,107093,1
New York 10036,3,107093,1
New York       10010,2,107093,1
New York 10001,2,107093,1
New York 10011,2,107093,1
New York 10013,2,107093,1
New York 10038,2,107093,1
new York City,2,107093,1
New York-10023,2,107093,1
"New York, 10013",2,107093,1
"New York, 10014",2,107093,1
"New York, 10036",2,107093,1
"New York, NY 10011",2,107093,1
"New York, NY 10012",2,107093,1
"New York, NY 10013",2,107093,1
"New York, NY 10016",2,107093,1
"New York, NY 10017",2,107093,1
"New York, NY 10022",2,107093,1
"New York, NY 10036",2,107093,1
New York.,2,107093,1
", New York",1,107093,1
(Queens) New York,1,107093,1
10001 New York,1,107093,1
10018 New York,1,107093,1
"113 W 60th Street, New York, NY",1,107093,1
"210 10th Ave, New York, NY 10011",1,107093,1
"Amityville, New York",1,107093,1
Brooklyn New York,1,107093,1
Brooklyn New York City,1,107093,1
"Brooklyn, New York 11201 United",1,107093,1
"Brooklyn, New York 11231",1,107093,1
"LES, New York",1,107093,1
"Lower East Side, New York",1,107093,1
"Manhattan, New York",1,107093,1
"Manhattan, New York City",1,107093,1
new York,1,107093,1
New YORK,1,107093,1
New York - 10004,1,107093,1
New York - 10012,1,107093,1
New York - 10018,1,107093,1
New York (10018),1,107093,1
New York (Midtown West Manhattan,1,107093,1
New York 10002,1,107093,1
New York 10005,1,107093,1
New York 10009,1,107093,1
NEW YORK 10011,1,107093,1
New york 10012,1,107093,1
New York 10012,1,107093,1
New York 10014,1,107093,1
New York 10016,1,107093,1
New York 10019,1,107093,1
New York 10020,1,107093,1
NEW YORK 10022,1,107093,1
New York 10022,1,107093,1
New York 10023,1,107093,1
New York 10024,1,107093,1
New York 10027,1,107093,1
New York 10029,1,107093,1
New York 10039,1,107093,1
New York 10128,1,107093,1
New York 10986,1,107093,1
New York 11249,1,107093,1
New York 11361,1,107093,1
New York 11693,1,107093,1
New York 11743,1,107093,1
New YORK CITY,1,107093,1
New york city,1,107093,1
New YOrk City,1,107093,1
NEW York CITY,1,107093,1
New york City,1,107093,1
New York CIty,1,107093,1
New York City New York,1,107093,1
"New York City, NY 10011-8500",1,107093,1
New York Ctiy,1,107093,1
New York flushing,1,107093,1
New York Lexington,1,107093,1
New York Maplecrest 12454,1,107093,1
New York NY  10036,1,107093,1
New York-10128,1,107093,1
"New York,  10001",1,107093,1
"New York, 10002",1,107093,1
"New York, 10003",1,107093,1
"New York, 10004",1,107093,1
"New York, 10010",1,107093,1
"New York, 10012",1,107093,1
"New York, 10016",1,107093,1
"New York, 10023",1,107093,1
"New York, 10038",1,107093,1
"New York, 10281",1,107093,1
"New York, 11205",1,107093,1
"New York, 11754",1,107093,1
"New York, 12498",1,107093,1
"New York, Los Angeles, Austin",1,107093,1
"New York, New York",1,107093,1
"New York, New York 10038",1,107093,1
"NEW YORK, NY",1,107093,1
"New York, Ny 10001",1,107093,1
"New York, NY 10003",1,107093,1
"New York, NY 10004",1,107093,1
"New York, NY 10009",1,107093,1
"New York, NY 10010",1,107093,1
"New York, NY 10019",1,107093,1
"New York, NY 10024",1,107093,1
"New York, NY 10025",1,107093,1
"New York, NY 10026",1,107093,1
"New York, NY 10027",1,107093,1
"New York, NY 10032",1,107093,1
"New York, NY 10065",1,107093,1
"New York, NY 10282",1,107093,1
"New York, NY 11231",1,107093,1
"New York, NY, 10018",1,107093,1
"New York, USA",1,107093,1
"New York,10000",1,107093,1
"New York,10001",1,107093,1
"New York,10024",1,107093,1
"New York,11747",1,107093,1
"New York,NY",1,107093,1
"New York,NY 10001",1,107093,1
"New York,NY 10027",1,107093,1
New York/Brooklyn,1,107093,1
New York/Manhattan,1,107093,1
New YorkBrooklyn,1,107093,1
New YorkLong Islang City,1,107093,1
New YorkNew YorkNew York,1,107093,1
New YorkPhoenicia,1,107093,1
New YorkSaratoga Springs,1,107093,1
New YorkSouthold,1,107093,1
"NY New York, 10010",1,107093,1
"QUEENS,NEW YORK",1,107093,1
"SoHo, Manhattan, New York",1,107093,1
"STATEN ISLAND,New York",1,107093,1
"West Village, New York",1,107093,1
"West Village, New York City",1,107093,1
San Francisco,24367,107093,2
South San Francisco,112,107093,2
san francisco,87,107093,2
San francisco,26,107093,2
SAN FRANCISCO,23,107093,2
san Francisco,8,107093,2
S San Francisco,7,107093,2
San Francisco Bay Area,7,107093,2
"San Francisco, CA 94103",6,107093,2
"San Francisco, 94102",5,107093,2
"San Francisco,",4,107093,2
"San Francisco, CA",4,107093,2
San francisco city,3,107093,2
San FRANCISCO,2,107093,2
San Francisco 94129,2,107093,2
"San Francisco, CA 94105",2,107093,2
"San Francisco, CA 94107",2,107093,2
"San Francisco, CA 94108",2,107093,2
So. San Francisco,2,107093,2
", South San Francisco",1,107093,2
(Not necessarily) San Francisco,1,107093,2
downtown San Francisco,1,107093,2
Live from San Francisco,1,107093,2
Los San Francisco,1,107093,2
Palo Alto + San Francisco,1,107093,2
Palo Alto/San Francisco,1,107093,2
Rolling MeadowsChicago,1,107093,2
S San Francisco - Palo Alto - Sa,1,107093,2
SAN Francisco,1,107093,2
San Francisco    94110,1,107093,2
San Francisco (94127),1,107093,2
San Francisco 94103,1,107093,2
San Francisco 94105,1,107093,2
San Francisco 94108,1,107093,2
San Francisco 94118,1,107093,2
San Francisco 94921,1,107093,2
San Francisco CA 94102,1,107093,2
San Francisco CA 94114,1,107093,2
San Francisco CA 94133,1,107093,2
"San Francisco, 94103",1,107093,2
"San Francisco, 94104",1,107093,2
"San Francisco, 94107",1,107093,2
"San Francisco, 94108",1,107093,2
"San Francisco, 94111",1,107093,2
"San Francisco, 94121",1,107093,2
"San Francisco, 94131",1,107093,2
"San Francisco, 94132",1,107093,2
"San Francisco, Ca",1,107093,2
"San Francisco, CA 94102",1,107093,2
"San Francisco, CA 94109",1,107093,2
"San Francisco, CA 94115",1,107093,2
"San Francisco, CA 94116",1,107093,2
"San Francisco, CA 94122",1,107093,2
"San Francisco, CA 94123",1,107093,2
"San Francisco, CA 94133",1,107093,2
"San Francisco, CA 94158",1,107093,2
"San Francisco, CA., 94102",1,107093,2
San Francisco.,1,107093,2
San Francisco/Oakland or your ho,1,107093,2
San FranciscoHayward,1,107093,2
San FranciscoSan Jose,1,107093,2
San FranciscoSequoia National Pa,1,107093,2
So San Francisco,1,107093,2
south San Francisco,1,107093,2
"Ste 200, San Francisco",1,107093,2
"Treasure Island, San Francisco",1,107093,2
Chicago,25761,107093,3
chicago,131,107093,3
CHICAGO,31,107093,3
West Chicago,25,107093,3
Chicago Heights,16,107093,3
Chicago Ridge,14,107093,3
"Chicago, IL",4,107093,3
Chicagoland,4,107093,3
Chicago 60640,3,107093,3
