Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Euro,121517,320551,1
euro,2818,320551,1
New Romanian Leu,10782,320551,2
lev,7755,320551,3
kuna,6667,320551,4
US dollar,6528,320551,5
US dollar                               ,1170,320551,5
US dollars,197,320551,5
litas,6399,320551,6
Czech koruna,6108,320551,7
yen,5669,320551,8
Togrog,5134,320551,9
Forint,4948,320551,10
Danish krone,4934,320551,11
Hong Kong dollar,4818,320551,12
Australian dollar,4787,320551,13
Swedish Krona,4774,320551,14
pound sterling,4669,320551,15
Korean won,4517,320551,16
new sheqel,4427,320551,17
New Zealand dollar,4369,320551,18
New Zealand dollar                      ,445,320551,18
Norwegian krone,3992,320551,19
Norwegian krone    ,1125,320551,19
hryvnia,3953,320551,20
1999 FRF euro / euro,3775,320551,21
Icelandic króna,3609,320551,22
Icelandic króna       ,219,320551,22
Singapore dollar,3581,320551,23
TFYR Macedonian Denar,3504,320551,24
Zloty,3224,320551,25
Zloty                 ,39,320551,25
Azerbaijan new manat,3199,320551,26
Dinar,3100,320551,27
Costa Rican colon,3003,320551,28
Mexican new peso,2979,320551,29
Metical,2857,320551,30
convertible marks,2708,320551,31
lats,2624,320551,32
real,2618,320551,33
tenge,2344,320551,34
Kyrgyz som                              ,2325,320551,35
Colombian peso,2309,320551,36
dram,2148,320551,37
Dominican peso,1944,320551,38
Mauritian rupee,1931,320551,39
Canadian dollar,1899,320551,40
Cayman Islands dollar,1816,320551,41
Swiss franc,1804,320551,42
Kenya Shillings,1650,320551,43
naira,1625,320551,44
lev (re-denom. 1:1000),1608,320551,45
Belarussian rouble (re-denom. 1:1000),1596,320551,46
Sri Lanka rupee,1527,320551,47
Bahamian dollar,1383,320551,48
Lilangeni,1272,320551,49
Pakistan Rupee,1231,320551,50
lek,1200,320551,51
Brunei dollar,1176,320551,52
1999 ATS euro / euro,1146,320551,53
Indian rupee,1140,320551,54
Tanzanian Shilling,1128,320551,55
Tanzania shilling,630,320551,55
new sol,1064,320551,57
1999 FIM euro / euro,970,320551,58
1999 NLG Euro / Euro     ,891,320551,59
New Turkish lira,788,320551,60
Uganda shilling,728,320551,61
escudo,728,320551,62
Philippine peso,554,320551,63
Chilean peso,551,320551,64
Seychelles rupee,462,320551,65
1999 ITL euro / euro,446,320551,66
2001 GRD euro / euro,265,320551,67
ringgit,260,320551,68
1999 LUF Euro / Euro     ,245,320551,69
1999 ESP euro / euro,240,320551,70
1999 BEF euro / euro,239,320551,71
1999 PTE euro / euro,228,320551,72
1999 IEP euro / euro      ,210,320551,73
Belarussian rouble (re-denom. 1:10000),189,320551,74
1999 DEM euro / euro,184,320551,75
South Sudanese Pound,116,320551,76
vatu,90,320551,77
Rwanda franc,81,320551,78
loti,72,320551,79
Zambian Kwacha,42,320551,80
