Category_Set,Category_Occurrences,Total_Examples,Entity_Number
CYP,5387,463231,1
ESP,5297,463231,2
AUS,5282,463231,3
MDA,5027,463231,4
NOR,4929,463231,5
FIN,4919,463231,6
SRB,4756,463231,7
AZE,4495,463231,8
aze,14,463231,8
MYS,4476,463231,9
LIC,4189,463231,10
WLD,4105,463231,11
MUS,4085,463231,12
TZA,4024,463231,13
tza,14,463231,13
GEO,3939,463231,14
geo,5,463231,14
CHN,3832,463231,15
MIC,3807,463231,16
LMC,3726,463231,17
PSE,3579,463231,18
HIC,3530,463231,19
USA,3506,463231,20
usa,1,463231,20
UMC,3305,463231,21
HUN,3273,463231,22
ROU,3257,463231,23
CRI,3209,463231,24
POL,3206,463231,25
KOR,3180,463231,26
ITA,3171,463231,27
BEL,3167,463231,28
GRC,3156,463231,29
CAN,3140,463231,30
BRA,3073,463231,31
bra,14,463231,31
GBR,3045,463231,32
gbr,1,463231,32
EST,3023,463231,33
EGY,3017,463231,34
MEX,2993,463231,35
mex,14,463231,35
UKR,2979,463231,36
LVA,2966,463231,37
PER,2958,463231,38
FRA,2946,463231,39
PHL,2938,463231,40
DNK,2901,463231,41
COL,2878,463231,42
col,14,463231,42
NLD,2876,463231,43
THA,2867,463231,44
DOM,2866,463231,45
PRT,2863,463231,46
LUX,2857,463231,47
CZE,2849,463231,48
TUR,2846,463231,49
tur,14,463231,49
JPN,2839,463231,50
IRL,2837,463231,51
SVK,2821,463231,52
SWE,2809,463231,53
DEU,2796,463231,54
PAN,2783,463231,55
pan,14,463231,55
CHE,2761,463231,56
VEN,2754,463231,57
ven,14,463231,57
IDN,2752,463231,58
CHL,2731,463231,59
ECU,2723,463231,60
ecu,14,463231,60
PAK,2722,463231,61
SLV,2719,463231,62
slv,14,463231,62
LTU,2709,463231,63
BGR,2684,463231,64
ISR,2682,463231,65
ARG,2679,463231,66
BOL,2671,463231,67
bol,14,463231,67
AUT,2644,463231,68
RUS,2637,463231,69
URY,2569,463231,70
TTO,2562,463231,71
SGP,2550,463231,72
HND,2539,463231,73
hnd,14,463231,73
SVN,2521,463231,74
HKG,2471,463231,75
LKA,2450,463231,76
ISL,2441,463231,77
PRY,2438,463231,78
BGD,2395,463231,79
JAM,2390,463231,80
jam,5,463231,80
NZL,2381,463231,81
MAR,2355,463231,82
BRB,2274,463231,83
SAS,2252,463231,84
LMY,2235,463231,85
BLR,2212,463231,86
KGZ,2184,463231,87
ZAF,2178,463231,88
LAC,2171,463231,89
SSA,2162,463231,90
CHI,2156,463231,91
MNA,2141,463231,92
EAP,2141,463231,93
HRV,2137,463231,94
ECA,2127,463231,95
KAZ,2116,463231,96
GHA,2059,463231,97
gha,5,463231,97
GTM,2058,463231,98
gtm,14,463231,98
VNM,2027,463231,99
MLT,1989,463231,100
MNG,1980,463231,101
mng,14,463231,101
NGA,1956,463231,102
NPL,1925,463231,103
ARM,1897,463231,104
NIC,1894,463231,105
MKD,1888,463231,106
SEN,1887,463231,107
KWT,1868,463231,108
BHS,1865,463231,109
ZMB,1856,463231,110
zmb,14,463231,110
KEN,1830,463231,111
SDN,1827,463231,112
IRN,1812,463231,113
irn,1,463231,113
CMR,1778,463231,114
cmr,14,463231,114
LSO,1776,463231,115
UGA,1772,463231,116
MWI,1759,463231,117
RWA,1753,463231,118
rwa,14,463231,118
MDG,1750,463231,119
mdg,14,463231,119
TUN,1745,463231,120
BWA,1731,463231,121
ZWE,1717,463231,122
BLZ,1715,463231,123
MLI,1704,463231,124
LBN,1699,463231,125
HTI,1695,463231,126
DZA,1686,463231,127
ETH,1681,463231,128
CUB,1679,463231,129
IND,1660,463231,130
CIV,1657,463231,131
MAC,1635,463231,132
NER,1632,463231,133
BEN,1630,463231,134
MOZ,1627,463231,135
BDI,1620,463231,136
bdi,5,463231,136
KHM,1614,463231,137
MRT,1592,463231,138
NAM,1591,463231,139
BFA,1586,463231,140
bfa,14,463231,140
SYR,1574,463231,141
GMB,1572,463231,142
ALB,1570,463231,143
GIN,1568,463231,144
TGO,1540,463231,145
SWZ,1528,463231,146
SAU,1519,463231,147
PRI,1514,463231,148
QAT,1510,463231,149
YEM,1464,463231,150
yem,5,463231,150
GUY,1461,463231,151
ARE,1447,463231,152
SLE,1436,463231,153
sle,14,463231,153
SUR,1435,463231,154
JOR,1435,463231,155
COD,1428,463231,156
TCD,1425,463231,157
CAF,1393,463231,158
MMR,1390,463231,159
LBR,1382,463231,160
CPV,1381,463231,161
AGO,1322,463231,162
LCA,1315,463231,163
GAB,1295,463231,164
BRN,1290,463231,165
TJK,1287,463231,166
LBY,1281,463231,167
COG,1261,463231,168
FJI,1255,463231,169
PNG,1237,463231,170
BHR,1230,463231,171
MDV,1222,463231,172
IRQ,1216,463231,173
STP,1216,463231,174
SYC,1215,463231,175
UZB,1205,463231,176
AFG,1194,463231,177
BTN,1176,463231,178
OMN,1175,463231,179
DJI,1163,463231,180
GNQ,1154,463231,181
WSM,1134,463231,182
BIH,1121,463231,183
VUT,1118,463231,184
LAO,1108,463231,185
ERI,1101,463231,186
MNE,1095,463231,187
DMA,1051,463231,188
SMR,1041,463231,189
TON,1032,463231,190
SOM,1007,463231,191
GNB,999,463231,192
gnb,5,463231,192
COM,993,463231,193
CYM,989,463231,194
KIR,986,463231,195
