Category_Set,Category_Occurrences,Total_Examples,percent_of_entries,Entity_Number
2256087,4,602,0.0066445182724252,-1
34842792,3,602,0.0049833887043189,-1
198986314,3,602,0.0049833887043189,-1
208888939,3,602,0.0049833887043189,-1
1720391,3,602,0.0049833887043189,-1
6780662,3,602,0.0049833887043189,-1
59643462,3,602,0.0049833887043189,-1
34583172,3,602,0.0049833887043189,-1
5129031,3,602,0.0049833887043189,-1
201134776,3,602,0.0049833887043189,-1
221183678,3,602,0.0049833887043189,-1
10119159,3,602,0.0049833887043189,-1
187452711,3,602,0.0049833887043189,-1
34240622,3,602,0.0049833887043189,-1
236234217,2,602,0.0033222591362126,-1
56725922,2,602,0.0033222591362126,-1
12258718,2,602,0.0033222591362126,-1
12742746,2,602,0.0033222591362126,-1
9919399,2,602,0.0033222591362126,-1
9890725,2,602,0.0033222591362126,-1
8736052,2,602,0.0033222591362126,-1
12626414,2,602,0.0033222591362126,-1
184844188,2,602,0.0033222591362126,-1
2434993,2,602,0.0033222591362126,-1
7644736,2,602,0.0033222591362126,-1
89446912,2,602,0.0033222591362126,-1
14129264,2,602,0.0033222591362126,-1
5900662,2,602,0.0033222591362126,-1
9470306,2,602,0.0033222591362126,-1
230023795,2,602,0.0033222591362126,-1
13385553,2,602,0.0033222591362126,-1
8458864,2,602,0.0033222591362126,-1
12347749,2,602,0.0033222591362126,-1
77649082,2,602,0.0033222591362126,-1
8807761,2,602,0.0033222591362126,-1
11303118,2,602,0.0033222591362126,-1
187869037,2,602,0.0033222591362126,-1
6241567,2,602,0.0033222591362126,-1
208553095,2,602,0.0033222591362126,-1
214983548,2,602,0.0033222591362126,-1
7476365,2,602,0.0033222591362126,-1
231379957,2,602,0.0033222591362126,-1
230684071,2,602,0.0033222591362126,-1
67608552,2,602,0.0033222591362126,-1
126066112,2,602,0.0033222591362126,-1
12229328,2,602,0.0033222591362126,-1
173228792,2,602,0.0033222591362126,-1
14344641,2,602,0.0033222591362126,-1
12552155,2,602,0.0033222591362126,-1
64087012,2,602,0.0033222591362126,-1
8111102,2,602,0.0033222591362126,-1
235675072,2,602,0.0033222591362126,-1
199853583,2,602,0.0033222591362126,-1
190717209,2,602,0.0033222591362126,-1
209443823,2,602,0.0033222591362126,-1
181729622,2,602,0.0033222591362126,-1
1813015,2,602,0.0033222591362126,-1
4579315,2,602,0.0033222591362126,-1
183268581,2,602,0.0033222591362126,-1
223910698,2,602,0.0033222591362126,-1
143624072,2,602,0.0033222591362126,-1
125145522,2,602,0.0033222591362126,-1
44942272,2,602,0.0033222591362126,-1
9770948,2,602,0.0033222591362126,-1
14561217,2,602,0.0033222591362126,-1
96331022,1,602,0.0016611295681063,-1
191709519,1,602,0.0016611295681063,-1
209069325,1,602,0.0016611295681063,-1
70762772,1,602,0.0016611295681063,-1
234724627,1,602,0.0016611295681063,-1
1966421,1,602,0.0016611295681063,-1
185068897,1,602,0.0016611295681063,-1
228261135,1,602,0.0016611295681063,-1
228396306,1,602,0.0016611295681063,-1
83794192,1,602,0.0016611295681063,-1
31995212,1,602,0.0016611295681063,-1
4230486,1,602,0.0016611295681063,-1
12748125,1,602,0.0016611295681063,-1
117599352,1,602,0.0016611295681063,-1
235261229,1,602,0.0016611295681063,-1
196315467,1,602,0.0016611295681063,-1
12480841,1,602,0.0016611295681063,-1
8417201,1,602,0.0016611295681063,-1
9590115,1,602,0.0016611295681063,-1
192783654,1,602,0.0016611295681063,-1
5463788,1,602,0.0016611295681063,-1
1099042,1,602,0.0016611295681063,-1
223501599,1,602,0.0016611295681063,-1
11288886,1,602,0.0016611295681063,-1
34423222,1,602,0.0016611295681063,-1
212106559,1,602,0.0016611295681063,-1
191433023,1,602,0.0016611295681063,-1
38395162,1,602,0.0016611295681063,-1
233003328,1,602,0.0016611295681063,-1
72560962,1,602,0.0016611295681063,-1
6770985,1,602,0.0016611295681063,-1
71815372,1,602,0.0016611295681063,-1
56878812,1,602,0.0016611295681063,-1
12182946,1,602,0.0016611295681063,-1
7340356,1,602,0.0016611295681063,-1
2652159,1,602,0.0016611295681063,-1
81801572,1,602,0.0016611295681063,-1
225644457,1,602,0.0016611295681063,-1
14044231,1,602,0.0016611295681063,-1
188250804,1,602,0.0016611295681063,-1
69351852,1,602,0.0016611295681063,-1
212154798,1,602,0.0016611295681063,-1
149212592,1,602,0.0016611295681063,-1
198216622,1,602,0.0016611295681063,-1
230674257,1,602,0.0016611295681063,-1
40582582,1,602,0.0016611295681063,-1
18235831,1,602,0.0016611295681063,-1
207034808,1,602,0.0016611295681063,-1
51043622,1,602,0.0016611295681063,-1
199336381,1,602,0.0016611295681063,-1
65662402,1,602,0.0016611295681063,-1
225611636,1,602,0.0016611295681063,-1
111047112,1,602,0.0016611295681063,-1
184413641,1,602,0.0016611295681063,-1
220906954,1,602,0.0016611295681063,-1
53677492,1,602,0.0016611295681063,-1
228221722,1,602,0.0016611295681063,-1
98668942,1,602,0.0016611295681063,-1
5545536,1,602,0.0016611295681063,-1
121080112,1,602,0.0016611295681063,-1
213302747,1,602,0.0016611295681063,-1
208732641,1,602,0.0016611295681063,-1
34086372,1,602,0.0016611295681063,-1
86371752,1,602,0.0016611295681063,-1
61526062,1,602,0.0016611295681063,-1
206075080,1,602,0.0016611295681063,-1
57945482,1,602,0.0016611295681063,-1
9556327,1,602,0.0016611295681063,-1
12131688,1,602,0.0016611295681063,-1
215789888,1,602,0.0016611295681063,-1
212031851,1,602,0.0016611295681063,-1
104388972,1,602,0.0016611295681063,-1
10031473,1,602,0.0016611295681063,-1
64429432,1,602,0.0016611295681063,-1
140571002,1,602,0.0016611295681063,-1
107126142,1,602,0.0016611295681063,-1
111955332,1,602,0.0016611295681063,-1
183378188,1,602,0.0016611295681063,-1
145632652,1,602,0.0016611295681063,-1
183447968,1,602,0.0016611295681063,-1
26706942,1,602,0.0016611295681063,-1
9726350,1,602,0.0016611295681063,-1
6163855,1,602,0.0016611295681063,-1
10771857,1,602,0.0016611295681063,-1
145524752,1,602,0.0016611295681063,-1
6141229,1,602,0.0016611295681063,-1
80583062,1,602,0.0016611295681063,-1
185299351,1,602,0.0016611295681063,-1
11578777,1,602,0.0016611295681063,-1
4163995,1,602,0.0016611295681063,-1
201787805,1,602,0.0016611295681063,-1
50099592,1,602,0.0016611295681063,-1
65539312,1,602,0.0016611295681063,-1
196076811,1,602,0.0016611295681063,-1
7377000,1,602,0.0016611295681063,-1
194923584,1,602,0.0016611295681063,-1
223204425,1,602,0.0016611295681063,-1
183534666,1,602,0.0016611295681063,-1
12011595,1,602,0.0016611295681063,-1
