Category_Set,Category_Occurrences,Total_Examples,percent_of_entries,Entity_Number
201612.0,443,1973,0.2245311708058793,-1
201512.0,408,1973,0.2067916877850988,-1
201606.0,117,1973,0.0593005575266092,-1
201603.0,73,1973,0.0369994931576279,-1
201609.0,64,1973,0.0324379118094272,-1
201412.0,53,1973,0.0268626457171819,-1
201604.0,40,1973,0.020273694880892,-1
201607.0,34,1973,0.0172326406487582,-1
201509.0,31,1973,0.0157121135326913,-1
201608.0,26,1973,0.0131779016725798,-1
201703.0,19,1973,0.0096300050684237,-1
201605.0,18,1973,0.0091231626964014,-1
201406.0,17,1973,0.0086163203243791,-1
201506.0,11,1973,0.0055752660922453,-1
201312.0,11,1973,0.0055752660922453,-1
201610.0,10,1973,0.005068423720223,-1
201706.0,8,1973,0.0040547389761784,-1
201507.0,7,1973,0.0035478966041561,-1
201503.0,6,1973,0.0030410542321338,-1
201601.0,6,1973,0.0030410542321338,-1
201409.0,6,1973,0.0030410542321338,-1
201405.0,5,1973,0.0025342118601115,-1
201701.0,5,1973,0.0025342118601115,-1
201511.0,5,1973,0.0025342118601115,-1
201505.0,4,1973,0.0020273694880892,-1
201012.0,4,1973,0.0020273694880892,-1
201408.0,4,1973,0.0020273694880892,-1
201112.0,4,1973,0.0020273694880892,-1
201704.0,4,1973,0.0020273694880892,-1
201602.0,3,1973,0.0015205271160669,-1
201508.0,3,1973,0.0015205271160669,-1
201702.0,3,1973,0.0015205271160669,-1
201504.0,3,1973,0.0015205271160669,-1
201403.0,2,1973,0.0010136847440446,-1
201404.0,2,1973,0.0010136847440446,-1
201209.0,2,1973,0.0010136847440446,-1
201510.0,2,1973,0.0010136847440446,-1
201705.0,2,1973,0.0010136847440446,-1
201501.0,1,1973,0.0005068423720223,-1
200412.0,1,1973,0.0005068423720223,-1
200912.0,1,1973,0.0005068423720223,-1
201411.0,1,1973,0.0005068423720223,-1
201206.0,1,1973,0.0005068423720223,-1
200508.0,1,1973,0.0005068423720223,-1
201407.0,1,1973,0.0005068423720223,-1
200012.0,1,1973,0.0005068423720223,-1
201611.0,1,1973,0.0005068423720223,-1
201109.0,1,1973,0.0005068423720223,-1
200612.0,1,1973,0.0005068423720223,-1
200812.0,1,1973,0.0005068423720223,-1
201309.0,1,1973,0.0005068423720223,-1
200212.0,1,1973,0.0005068423720223,-1
